172,155,158;1f004
78,54,37;1f9dd-1f3fd-200d-2640-fe0f
72,56,52;1f9dd-1f3fd-200d-2642-fe0f
93,53,37;1f9dd-1f3fd
69,50,33;1f9dd-1f3fe-200d-2640-fe0f
63,51,47;1f9dd-1f3fe-200d-2642-fe0f
86,45,28;1f9dd-1f3fe
39,30,19;1f9dd-1f3ff-200d-2640-fe0f
33,31,33;1f9dd-1f3ff-200d-2642-fe0f
74,36,23;1f9dd-1f3ff
86,63,29;1f9dd-200d-2640-fe0f
80,66,44;1f9dd-200d-2642-fe0f
102,63,29;1f9dd
57,64,76;1f9de-200d-2640-fe0f
61,73,97;1f9de-200d-2642-fe0f
78,85,106;1f9de
49,61,69;1f9df-200d-2640-fe0f
69,65,63;1f9df-200d-2642-fe0f
67,53,48;1f9df
134,83,92;1f9e0
158,93,7;1f9e1
29,71,103;1f9e2
79,14,22;1f9e3
73,82,88;1f9e4
50,106,148;1f9e5
34,63,79;1f9e6
119,36,24;1f9e7
66,29,24;1f9e8
61,90,45;1f9e9
58,87,75;1f9ea
107,81,88;1f9eb
33,34,45;1f9ec
187,155,111;1f9ed
112,89,73;1f9ee
64,29,34;1f9ef
166,53,69;1f9f0
100,52,44;1f9f1
78,27,31;1f9f2
39,71,96;1f9f3
118,88,42;1f9f4
84,52,91;1f9f5
40,88,125;1f9f6
41,46,49;1f9f7
94,49,39;1f9f8
53,42,25;1f9f9
94,56,43;1f9fa
162,166,169;1f9fb
167,129,137;1f9fc
146,105,31;1f9fd
143,152,157;1f9fe
73,80,159;1f9ff
128,81,90;1fa70
45,35,60;1fa71
28,70,99;1fa72
84,126,62;1fa73
38,59,75;1fa74
85,18,27;1fa78
112,84,72;1fa79
17,19,21;1fa7a
123,40,53;1fa80
43,73,108;1fa81
79,34,38;1fa82
69,53,45;1fa83
30,25,17;1fa84
67,54,56;1fa85
65,37,35;1fa86
94,56,10;1fa90
93,52,39;1fa91
44,59,35;1fa92
45,36,22;1fa93
96,48,20;1fa94
58,50,41;1fa95
64,60,30;1fa96
140,88,83;1fa97
83,43,29;1fa98
192,143,55;1fa99
49,43,41;1fa9a
43,16,20;1fa9b
53,29,22;1fa9c
53,40,15;1fa9d
115,101,87;1fa9e
178,187,203;1fa9f
42,23,24;1faa0
33,31,40;1faa1
36,57,73;1faa2
67,110,142;1faa3
93,44,21;1faa4
17,31,32;1faa5
125,133,134;1faa6
84,83,83;1faa7
111,118,123;1faa8
45,46,48;1fab0
84,33,46;1fab1
54,84,36;1fab2
42,16,10;1fab3
73,69,41;1fab4
65,35,25;1fab5
70,44,34;1fab6
95,33,43;1fac0
119,45,56;1fac1
43,100,142;1fac2
44,54,85;1fad0
58,89,39;1fad1
43,50,21;1fad2
157,116,80;1fad3
109,85,38;1fad4
79,42,46;1fad5
20,48,69;1fad6
50,6,13;203c
69,9,18;2049
13,14,16;2122
72,143,197;2139
98,159,205;2194
98,159,205;2195
94,156,204;2196
94,156,204;2197
94,156,204;2198
94,156,204;2199
90,154,202;21a9
90,154,202;21aa
89,153,202;23-20e3
82,86,88;231a
92,88,71;231b
64,71,76;2328
102,161,206;23cf
98,159,205;23e9
98,159,205;23ea
98,159,205;23eb
98,159,205;23ec
112,167,209;23ed
112,167,209;23ee
107,164,208;23ef
166,113,105;23f0
90,92,95;23f1
161,164,169;23f2
92,88,71;23f3
91,155,203;23f8
131,179,215;23f9
116,170,211;23fa
99,139,170;24c2
7,8,9;25aa
34,34,34;25ab
95,157,204;25b6
95,157,204;25c0
158,159,159;25fb
33,37,42;25fc
85,85,86;25fd
18,20,22;25fe
97,65,19;2600
135,140,144;2601
45,34,63;2602
94,87,86;2603
55,78,96;2604
151,44,58;260e
55,118,164;2611
48,48,80;2614
155,142,139;2615
53,79,37;2618
83,73,68;261d-1f3fb
81,69,53;261d-1f3fc
71,57,44;261d-1f3fd
58,41,28;261d-1f3fe
40,27,20;261d-1f3ff
86,72,30;261d
92,98,103;2620
174,122,52;2622
174,118,44;2623
167,133,212;2626
177,146,217;262a
175,144,216;262e
178,148,217;262f
174,142,215;2638
189,150,54;2639
188,139,62;263a
234,112,130;2640
71,127,169;2642
161,124,209;2648
163,127,210;2649
166,131,212;264a
163,127,211;264b
166,131,212;264c
169,135,213;264d
167,132,212;264e
164,128,211;264f
162,125,210;2650
163,127,211;2651
171,138,214;2652
163,127,210;2653
21,24,27;265f
26,29,33;2660
25,28,31;2663
95,12,24;2665
71,9,18;2666
70,14,21;2668
50,77,34;267b
76,133,177;267e
77,131,171;267f
83,62,33;2692
9,29,44;2693
87,81,73;2694
163,127,210;2695
76,55,23;2696
93,109,121;2697
45,51,56;2699
168,134,213;269b
62,46,85;269c
117,94,36;26a0
72,48,14;26a1
165,129,211;26a7
182,182,183;26aa
38,43,48;26ab
108,68,53;26b0
100,59,45;26b1
118,122,126;26bd
175,159,165;26be
86,75,71;26c4
147,132,108;26c5
118,119,116;26c8
166,131,212;26ce
50,36,16;26cf
100,32,39;26d1
98,103,106;26d3
161,59,73;26d4
75,22,29;26e9
90,61,41;26ea
38,47,42;26f0
104,64,53;26f1
73,98,117;26f2
61,63,33;26f3
86,106,131;26f4
99,96,82;26f5
118,128,145;26f7-1f3fb
118,128,144;26f7-1f3fc
118,127,144;26f7-1f3fd
118,127,144;26f7-1f3fe
117,127,144;26f7-1f3ff
118,128,144;26f7
108,107,109;26f8
55,32,31;26f9-1f3fb-200d-2640-fe0f
41,43,45;26f9-1f3fb-200d-2642-fe0f
59,40,30;26f9-1f3fb
63,38,26;26f9-1f3fc-200d-2640-fe0f
46,47,40;26f9-1f3fc-200d-2642-fe0f
64,44,25;26f9-1f3fc
56,28,24;26f9-1f3fd-200d-2640-fe0f
40,39,38;26f9-1f3fd-200d-2642-fe0f
58,35,23;26f9-1f3fd
50,24,20;26f9-1f3fe-200d-2640-fe0f
35,34,33;26f9-1f3fe-200d-2642-fe0f
53,31,18;26f9-1f3fe
42,18,16;26f9-1f3ff-200d-2640-fe0f
28,28,30;26f9-1f3ff-200d-2642-fe0f
46,25,15;26f9-1f3ff
64,37,21;26f9-fe0f-200d-2640-fe0f
47,46,34;26f9-fe0f-200d-2642-fe0f
65,43,19;26f9
110,76,24;26fa
129,112,90;26fd
59,35,40;2702
137,187,108;2705
64,85,100;2708
144,152,157;2709
177,158,146;270a-1f3fb
174,149,115;270a-1f3fc
152,122,96;270a-1f3fd
125,89,61;270a-1f3fe
87,58,43;270a-1f3ff
184,155,66;270a
126,112,103;270b-1f3fb
123,106,81;270b-1f3fc
108,86,68;270b-1f3fd
88,63,43;270b-1f3fe
62,41,31;270b-1f3ff
130,110,46;270b
92,82,75;270c-1f3fb
90,77,59;270c-1f3fc
79,63,50;270c-1f3fd
65,46,32;270c-1f3fe
45,30,22;270c-1f3ff
95,80,34;270c
91,87,87;270d-1f3fb
88,83,73;270d-1f3fc
78,71,64;270d-1f3fd
64,55,47;270d-1f3fe
46,40,39;270d-1f3ff
94,86,50;270d
85,67,41;270f
28,31,34;2712
12,13,15;2714
16,18,20;2716
159,121,209;271d
167,132,212;2721
76,53,17;2728
164,202,141;2733
11,13,14;2734
40,60,74;2744
151,195,126;2747
72,15,22;274c
150,194,124;274e
44,5,11;2753
47,50,51;2754
27,28,29;2755
25,3,6;2757
81,16,25;2763
143,29,44;2764
12,14,15;2795
7,7,8;2796
10,12,13;2797
91,154,203;27a1
10,12,13;27b0
62,103,134;27bf
79,147,199;2934
79,147,199;2935
92,155,203;2a-20e3
91,154,203;2b05
91,154,203;2b06
91,154,203;2b07
48,54,60;2b1b
227,228,229;2b1c
103,69,20;2b50
99,20,30;2b55
93,155,203;30-20e3
3,4,4;3030
67,53,20;303d
76,145,198;31-20e3
89,153,202;32-20e3
181,76,89;3297
182,79,92;3299
88,153,202;33-20e3
88,153,202;34-20e3
89,153,202;35-20e3
89,153,202;36-20e3
82,149,200;37-20e3
94,156,204;38-20e3
89,153,202;39-20e3
16,17,19;a9
18,20,22;ae
155,151,157;e50a
